Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link
"July 31, 2014","July 30, 2014",Run / Jog,597,5.0,2104,7.01333,0,8.55513,0,0,0,,,http://www.mapmyrun.com/workout/670435065
"July 30, 2014","July 30, 2014",Run / Jog,1140,10.0,4440,7.4,0,8.11,0,,0,,,http://www.mapmyrun.com/workout/669190687
"July 30, 2014","July 29, 2014",Run / Jog,555,5.0,2100,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/669189813
"July 29, 2014","July 29, 2014",Run / Jog,1087,9.5,4245,7.45,0,8.06,0,,0,,,http://www.mapmyrun.com/workout/667238067
"July 28, 2014","July 28, 2014",Run / Jog,616,5.0,2280,7.6,0,7.89474,0,0,0,,,http://www.mapmyrun.com/workout/666588273
"July 28, 2014","July 28, 2014",Run / Jog,178,9.0,4380,8.11,0,7.4,0,0,0,,,http://www.mapmyrun.com/workout/666587873
"July 27, 2014","July 27, 2014",Run / Jog,365,3.2,1502,7.82,0,7.67,0,,0,,,http://www.mapmyrun.com/workout/665015155
"July 27, 2014","July 27, 2014",Run / Jog,674,6.0,2580,7.17,0,8.37,0,,0,,,http://www.mapmyrun.com/workout/665014793
"July 27, 2014","July 26, 2014",Run / Jog,674,6.0,2580,7.17,0,8.37,0,,0,,,http://www.mapmyrun.com/workout/665014567
"July 26, 2014","July 26, 2014",Run / Jog,610,5.0,2400,8.0,0,7.5,0,0,0,,,http://www.mapmyrun.com/workout/662838141
"July 26, 2014","July 25, 2014",Run / Jog,735,6.0,2820,7.83333,0,7.65957,0,0,0,,,http://www.mapmyrun.com/workout/662603421
"July 25, 2014","July 25, 2014",Run / Jog,617,5.0,2262,7.54,0,7.95756,0,0,0,,,http://www.mapmyrun.com/workout/662186091
"July 24, 2014","July 24, 2014",Run / Jog,717,6.3,2786,7.37,0,8.14,0,,0,,,http://www.mapmyrun.com/workout/661266959
"July 24, 2014","July 24, 2014",Run / Jog,343,3.0,1380,7.67,0,7.83,0,,0,,,http://www.mapmyrun.com/workout/661266475
"July 23, 2014","July 23, 2014",Run / Jog,617,5.0,2258,7.52667,0,7.97166,0,0,0,,,http://www.mapmyrun.com/workout/659641525
"July 23, 2014","July 23, 2014",Run / Jog,573,5.0,2277,7.59,0,7.91,0,,0,,,http://www.mapmyrun.com/workout/659067265
"July 22, 2014","July 22, 2014",Run / Jog,916,8.0,3653,7.61,0,7.88,0,,0,,,http://www.mapmyrun.com/workout/658358201
"July 21, 2014","July 21, 2014",Run / Jog,680,6.0,2880,8.0,0,7.5,0,,0,,,http://www.mapmyrun.com/workout/656841845
"July 21, 2014","July 21, 2014",Run / Jog,567,5.0,2400,8.0,0,7.5,0,,0,,,http://www.mapmyrun.com/workout/655799947
"July 20, 2014","July 20, 2014",Run / Jog,769,6.3,2768,7.32275,0,8.19364,0,0,0,,,http://www.mapmyrun.com/workout/655207821
"July 20, 2014","July 20, 2014",Machine Workout,371,0,1800,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/654321329
"July 20, 2014","July 20, 2014",Run / Jog,610,5.0,2400,8.0,0,7.5,0,0,0,,,http://www.mapmyrun.com/workout/654260711
"July 19, 2014","July 19, 2014",Run / Jog,483,4.0,1723,7.17917,0,8.35752,0,0,0,,,http://www.mapmyrun.com/workout/653797469
"July 19, 2014","July 19, 2014",Run / Jog,604,5.0,2040,6.8,0,8.82353,0,0,0,,,http://www.mapmyrun.com/workout/653488857
"July 19, 2014","July 19, 2014",Machine Workout,450,0,1800,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/653487257
"July 18, 2014","July 18, 2014",Run / Jog,794,7.0,2989,7.12,4.42687,8.43,13.5536,133,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/652609125
"July 17, 2014","July 17, 2014",Run / Jog,606,5.0,2028,6.76,0,8.87574,0,0,0,,,http://www.mapmyrun.com/workout/651417921
"July 17, 2014","July 17, 2014",Machine Workout,954,0,4500,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/650622979
"July 17, 2014","July 17, 2014",Run / Jog,485,4.0,1968,8.2,0,7.31707,0,0,0,,,http://www.mapmyrun.com/workout/650509027
"July 16, 2014","July 16, 2014",Run / Jog,723,6.0,2324,6.45556,0,9.29432,0,0,0,,,http://www.mapmyrun.com/workout/650062191
"July 16, 2014","July 16, 2014",Machine Workout,974,0,4500,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/648983665
"July 16, 2014","July 16, 2014",Run / Jog,241,2.0,1020,8.5,0,7.05882,0,0,0,,,http://www.mapmyrun.com/workout/648885413
"July 16, 2014","July 15, 2014",Run / Jog,486,4.0,1740,7.25,0,8.27586,0,0,0,,,http://www.mapmyrun.com/workout/648768511
"July 15, 2014","July 15, 2014",Machine Workout,1075,0,4500,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/647533897
"July 14, 2014","July 14, 2014",Run / Jog,447,4.0,1707,7.11,0,8.44,0,,0,,,http://www.mapmyrun.com/workout/646955385
"July 14, 2014","July 14, 2014",Machine Workout,820,0,3600,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/646117263
"July 13, 2014","July 13, 2014",Run / Jog,0,5.0,0,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/645619891
"July 13, 2014","July 13, 2014",Indoor Swim,488,0,3000,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/645619491
"July 13, 2014","July 13, 2014",Machine Workout,1131,0,4500,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/644953293
"July 11, 2014","July 11, 2014",Machine Workout,1034,0,4500,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/642314137
"July 11, 2014","July 10, 2014",Run / Jog,680,6.0,3600,10.0,0,6.0,0,,0,,,http://www.mapmyrun.com/workout/642822149
"July 11, 2014","July 10, 2014",Indoor Swim,544,0,3600,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/642821727
"July 10, 2014","July 10, 2014",Machine Workout,1011,0,4500,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/640914357
"July 9, 2014","July 9, 2014",Run / Jog,732,6.0,3600,10.0,0,6.0,0,0,0,,,http://www.mapmyrun.com/workout/640566227
"July 9, 2014","July 9, 2014",Indoor Swim,585,0,3600,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/640565643
"July 9, 2014","July 9, 2014",Machine Workout,999,0,4500,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/639476073
"July 8, 2014","July 8, 2014",Machine Workout,982,0,4560,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/638982767
"July 8, 2014","July 8, 2014",Run / Jog,732,6.0,3600,10.0,0,6.0,0,0,0,,,http://www.mapmyrun.com/workout/638250009
"July 8, 2014","July 8, 2014",Indoor Swim,585,0,3600,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/638249275
"July 7, 2014","July 7, 2014",Machine Workout,950,0,3900,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/637657457
"July 7, 2014","July 7, 2014",Indoor Swim,170,0,1200,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/636860103
"July 6, 2014","July 6, 2014",Run / Jog,478,4.25,1664,6.53,0,9.19,0,,0,,,http://www.mapmyrun.com/workout/636071135
"July 6, 2014","July 5, 2014",Run / Jog,628,4.99543,2159,7.20451,5.2408,8.32811,11.4486,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/636070065
"July 6, 2014","July 4, 2014",Run / Jog,367,2.99999,1468,8.15518,5.97914,7.35728,10.0349,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/636070109
"July 6, 2014","July 4, 2014",Run / Jog,384,3.14421,1927,10.2103,7.81083,5.87643,7.68164,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/636070085
"July 3, 2014","July 3, 2014",Run / Jog,848,7.0,3488,8.30476,0,7.22477,0,0,0,,,http://www.mapmyrun.com/workout/632084061
"July 2, 2014","July 2, 2014",Run / Jog,546,4.42999,2446,9.20151,6.99958,6.52067,8.57194,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/630592191
"July 1, 2014","July 1, 2014",Run / Jog,726,6.4,3840,10.0,0,6.0,0,,0,,,http://www.mapmyrun.com/workout/629883133
"July 1, 2014","July 1, 2014",Indoor Swim,581,0,3840,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/629882021
"July 1, 2014","July 1, 2014",Indoor Swim,170,0,1200,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/629312445
"July 1, 2014","July 1, 2014",Run / Jog,638,5.29,2166,6.8242,0,8.79224,0,0,0,,,http://www.mapmyrun.com/workout/628848965
"June 30, 2014","June 30, 2014",Run / Jog,732,6.0,3600,10.0,0,6.0,0,0,0,,,http://www.mapmyrun.com/workout/628435101
"June 30, 2014","June 30, 2014",Indoor Swim,585,0,3600,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/628434363
"June 30, 2014","June 30, 2014",Run / Jog,850,7.0,3447,8.20714,0,7.31071,0,0,0,,,http://www.mapmyrun.com/workout/627480341
"June 29, 2014","June 29, 2014",Run / Jog,680,6.0,3600,10.0,0,6.0,0,,0,,,http://www.mapmyrun.com/workout/627176293
"June 29, 2014","June 29, 2014",Indoor Swim,544,0,3600,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/627175531
"June 29, 2014","June 29, 2014",Run / Jog,616,5.0,2278,7.59333,0,7.90167,0,0,0,,,http://www.mapmyrun.com/workout/626487467
"June 28, 2014","June 28, 2014",Run / Jog,646,5.3,3180,10.0,0,6.0,0,0,0,,,http://www.mapmyrun.com/workout/625437661
"June 28, 2014","June 28, 2014",Indoor Swim,517,0,3180,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/625436647
"June 28, 2014","June 28, 2014",Run / Jog,244,2.0,1200,10.0,0,6.0,0,0,0,,,http://www.mapmyrun.com/workout/625302481
"June 28, 2014","June 27, 2014",Run / Jog,1089,10.0,3600,6.0,0,10.0,0,,0,,,http://www.mapmyrun.com/workout/625158527
"June 28, 2014","June 27, 2014",Indoor Swim,907,0,6000,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/625152829
"June 27, 2014","June 27, 2014",Run / Jog,610,5.0,3000,10.0,0,6.0,0,0,0,,,http://www.mapmyrun.com/workout/624267089
"June 27, 2014","June 27, 2014",Indoor Swim,488,0,3000,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/624266337
"June 26, 2014","June 26, 2014",Run / Jog,680,6.0,3600,10.0,0,6.0,0,,0,,,http://www.mapmyrun.com/workout/623509465
"June 26, 2014","June 26, 2014",Indoor Swim,544,0,3600,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/623508817
"June 26, 2014","June 26, 2014",Run / Jog,340,3.0,1800,10.0,0,6.0,0,,0,,,http://www.mapmyrun.com/workout/623045861
"June 26, 2014","June 26, 2014",Indoor Swim,272,0,1800,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/623044837
"June 25, 2014","June 25, 2014",Run / Jog,372,3.0,1380,7.67,5.4617,7.83,10.9856,,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/622092019
"June 25, 2014","June 25, 2014",Run / Jog,255,2.13261,659,5.14727,4.23333,11.6567,14.1732,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/622091993
"June 25, 2014","June 25, 2014",Run / Jog,260,2.15524,669,5.17008,4.02316,11.6052,14.9137,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/622091963
"June 25, 2014","June 25, 2014",Run / Jog,261,2.14893,678,5.26239,4.27449,11.4017,14.0368,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/622091931
"June 25, 2014","June 25, 2014",Run / Jog,301,2.45411,1354,9.19835,6.76309,6.52291,8.87169,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/622091915
"June 25, 2014","June 25, 2014",Run / Jog,622,5.01,2264,7.53,5.56712,7.97,10.7776,,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/621274547
"June 24, 2014","June 24, 2014",Run / Jog,1102,8.99998,4876,9.03111,5.65993,6.6437,10.6008,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/620693865
"June 24, 2014","June 24, 2014",Run / Jog,227,2.0,1200,10.0,0,6.0,0,,0,,,http://www.mapmyrun.com/workout/620365993
"June 24, 2014","June 24, 2014",Indoor Swim,181,0,1200,0,0,0,0,,0,,,http://www.mapmyrun.com/workout/620365345
"June 24, 2014","June 24, 2014",Run / Jog,625,4.99702,2287,7.62867,3.70424,7.86507,16.1977,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/619798135
"June 23, 2014","June 23, 2014",Run / Jog,685,5.5612,3413,10.2297,6.30818,5.86525,9.51145,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/619357883
"June 23, 2014","June 23, 2014",Run / Jog,610,5.01,1899,6.32,4.59366,9.5,13.0615,,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/618401285
"June 22, 2014","June 22, 2014",Run / Jog,1955,15.888,8232,8.63567,3.41992,6.94792,17.5443,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/617633051
"June 21, 2014","June 21, 2014",Run / Jog,1203,9.61808,4848,8.40038,5.24797,7.14254,11.433,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/616709447
"June 21, 2014","June 21, 2014",Run / Jog,951,7.68298,3892,8.44268,5.61256,7.10675,10.6903,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/615940237
"June 20, 2014","June 20, 2014",Run / Jog,1226,9.87043,4587,7.74542,5.19009,7.74651,11.5605,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/615431513
"June 20, 2014","June 20, 2014",Run / Jog,618,4.93679,2576,8.69728,4.71976,6.89871,12.7125,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/614851067
"June 20, 2014","June 19, 2014",Run / Jog,881,7.03874,2775,6.57251,2.0762,9.12894,28.899,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/614851103
"June 19, 2014","June 19, 2014",Run / Jog,615,5.0102,2730,9.08003,6.60325,6.60791,9.08644,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/613697431
"June 19, 2014","June 18, 2014",Run / Jog,1475,11.9921,6783,9.42791,3.90087,6.36408,15.3812,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/613697511
"June 18, 2014","June 18, 2014",Run / Jog,621,4.99881,2826,9.42129,6.55484,6.36856,9.15354,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/612352339
"June 17, 2014","June 17, 2014",Run / Jog,160,1.56218,679,7.23951,5.80949,8.28785,10.3279,152,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/611793541
"June 17, 2014","June 17, 2014",Run / Jog,497,3.99999,1355,5.65,4.38275,10.63,13.6901,,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/611793391
"June 17, 2014","June 17, 2014",Run / Jog,337,2.71673,1467,9.00383,6.15334,6.66383,9.7508,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/611793279
"June 17, 2014","June 17, 2014",Run / Jog,503,4.96267,2408,8.08878,6.07254,7.41768,9.88055,148,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/610922649
"June 16, 2014","June 16, 2014",Run / Jog,746,7.02294,3247,7.70759,4.86972,7.78454,12.321,154,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/610262359
"June 16, 2014","June 16, 2014",Run / Jog,508,4.98856,2270,7.58552,5.62905,7.90981,10.659,152,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/609457541
"June 15, 2014","June 15, 2014",Run / Jog,1635,15.9988,7167,7.46726,5.51107,8.03508,10.8872,160,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/608483375
"June 14, 2014","June 14, 2014",Run / Jog,613,5.0,2220,7.4,0,8.10811,0,0,0,,,http://www.mapmyrun.com/workout/607979505
"June 14, 2014","June 14, 2014",Run / Jog,353,3.1,965,5.18817,0,11.5648,0,0,0,,,http://www.mapmyrun.com/workout/607976587
"June 14, 2014","June 14, 2014",Run / Jog,436,3.79532,2143,9.40807,5.97381,6.37751,10.0438,138,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/607341675
"June 13, 2014","June 13, 2014",Run / Jog,693,7.04792,3286,7.7701,4.61898,7.7219,12.9899,146,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/606689461
"June 13, 2014","June 13, 2014",Run / Jog,431,3.97761,2030,8.50425,6.06704,7.0553,9.88949,139,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/606257815
"June 12, 2014","June 12, 2014",Run / Jog,752,7.0637,3172,7.48393,4.90893,8.01718,12.2226,152,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/605919257
"June 12, 2014","June 12, 2014",Run / Jog,480,3.98,2190,9.17085,0,6.54247,0,0,0,,,http://www.mapmyrun.com/workout/605192177
"June 11, 2014","June 11, 2014",Run / Jog,1066,8.7,4080,7.81609,0,7.67647,0,0,0,,,http://www.mapmyrun.com/workout/604609397
"June 11, 2014","June 11, 2014",Run / Jog,413,3.77247,1858,8.20759,3.96898,7.31031,15.1172,143,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/603961749
"June 10, 2014","June 10, 2014",Run / Jog,721,7.18063,3264,7.57695,4.24607,7.91875,14.1307,149,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/603188431
"June 10, 2014","June 10, 2014",Run / Jog,391,3.87426,1580,6.79736,4.85649,8.82695,12.3546,155,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/602512477
"June 9, 2014","June 9, 2014",Run / Jog,936,9.44625,12298,21.701,3.19086,2.76485,18.8037,130,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/602099035
"June 9, 2014","June 9, 2014",Run / Jog,483,3.97863,2298,9.62642,0,6.23285,0,0,0,,,http://www.mapmyrun.com/workout/601280961
"June 9, 2014","June 8, 2014",Run / Jog,893,7.91,3443,7.25,0,8.27,0,,0,,,http://www.mapmyrun.com/workout/600774361
"June 9, 2014","June 7, 2014",Run / Jog,1246,9.93,4235,7.11,3.87943,8.44,15.4662,,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/602099055
"June 6, 2014","June 6, 2014",Run / Jog,1371,13.8855,6372,7.64825,5.12465,7.84494,11.7081,153,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/597920991
"June 5, 2014","June 5, 2014",Run / Jog,900,8.06,3099,6.41,3.99857,9.36,15.0054,165,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/596974983
"June 5, 2014","June 5, 2014",Run / Jog,463,3.77902,1718,7.57481,5.81075,7.92099,10.3257,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/596438365
"June 4, 2014","June 4, 2014",Run / Jog,698,7.00805,3398,8.08147,4.86177,7.42439,12.3412,146,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/595704483
"June 4, 2014","June 4, 2014",Run / Jog,419,3.9408,2082,8.80578,6.16182,6.81371,9.73738,137,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/595024973
"June 3, 2014","June 3, 2014",Run / Jog,311,3.33025,1461,7.31055,5.05415,8.20732,11.8714,149,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/594354427
"June 3, 2014","June 3, 2014",Run / Jog,562,5.55276,2182,6.54844,3.42778,9.16249,17.504,165,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/594354395
"June 3, 2014","June 3, 2014",Run / Jog,415,3.99672,1838,7.66354,4.83548,7.82928,12.4083,151,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/593596929
"June 2, 2014","June 2, 2014",Run / Jog,719,7.08369,3007,7.07342,4.37702,8.48246,13.7079,163,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/592807951
"June 2, 2014","June 2, 2014",Run / Jog,390,3.85036,1942,8.40564,6.13925,7.13806,9.77317,141,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/592050761
"June 1, 2014","June 1, 2014",Run / Jog,0,3.0,0,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/591592865
"June 1, 2014","June 1, 2014",Indoor Swim,292,0,1800,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/591592111
"June 1, 2014","June 1, 2014",Run / Jog,1855,14.9982,6804,7.562,5.20621,7.93441,11.5247,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/591362331
"May 31, 2014","May 31, 2014",Run / Jog,1320,10.7,4857,7.56542,0,7.93082,0,0,0,,,http://www.mapmyrun.com/workout/590165119
"May 30, 2014","May 30, 2014",Run / Jog,1461,12.5,5949,7.93,0,7.56,0,,0,,,http://www.mapmyrun.com/workout/589165611
"May 29, 2014","May 29, 2014",Run / Jog,1081,10.4977,5205,8.26322,4.61818,7.2611,12.9921,154,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/587938623
"May 28, 2014","May 28, 2014",Run / Jog,1106,10.5459,5392,8.52046,5.26342,7.04188,11.3994,151,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/586464287
"May 27, 2014","May 27, 2014",Run / Jog,612,6.4016,3403,8.86105,6.08356,6.77121,9.86265,136,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/585494687
"May 27, 2014","May 27, 2014",Run / Jog,382,3.85522,2027,8.76263,6.29191,6.84726,9.53606,137,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/584626245
"May 26, 2014","May 26, 2014",Run / Jog,377,3.77881,1922,8.47737,6.15475,7.07767,9.74857,142,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/584243225
"May 26, 2014","May 26, 2014",Run / Jog,847,7.76953,4222,9.05856,5.40665,6.62357,11.0974,145,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/583840895
"May 25, 2014","May 25, 2014",Run / Jog,945,8.0,3600,7.5,0,8.0,0,,0,,,http://www.mapmyrun.com/workout/583131563
"May 25, 2014","May 25, 2014",Run / Jog,549,5.0,1569,5.23,0,11.4723,0,,0,,,http://www.mapmyrun.com/workout/583130415
"May 24, 2014","May 24, 2014",Run / Jog,1034,9.91889,5480,9.20783,5.60201,6.5162,10.7105,139,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/581828153
"May 24, 2014","May 24, 2014",Run / Jog,537,4.33158,2480,9.54194,5.22752,6.28803,11.4777,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/581828131
"May 23, 2014","May 23, 2014",Run / Jog,175,1.5,720,8.0,0,7.5,0,,0,,,http://www.mapmyrun.com/workout/580747085
"May 23, 2014","May 23, 2014",Run / Jog,911,8.64,4269,8.23,5.06944,7.29,11.8356,149,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/580744467
"May 22, 2014","May 22, 2014",Run / Jog,697,7.12435,3228,7.55135,4.62057,7.9456,12.9854,150,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/579647193
"May 21, 2014","May 21, 2014",Run / Jog,993,10.048,4582,7.60057,4.53158,7.89415,13.2404,153,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/578496767
"May 20, 2014","May 20, 2014",Run / Jog,338,3.98523,1893,7.91922,5.76082,7.5765,10.4152,155,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/577075301
"May 20, 2014","May 20, 2014",Run / Jog,709,6.9985,2921,6.95602,4.56318,8.62563,13.1487,163,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/577075267
"May 19, 2014","May 19, 2014",Run / Jog,618,5.25,2400,7.62,0,7.88,0,,0,,,http://www.mapmyrun.com/workout/575524079
"May 19, 2014","May 19, 2014",Run / Jog,778,7.04137,3444,8.15271,4.76504,7.35952,12.5917,149,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/575032699
"May 18, 2014","May 18, 2014",Run / Jog,1339,15.0265,7044,7.81311,4.7123,7.6794,12.7326,148,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/573672763
"May 17, 2014","May 17, 2014",Run / Jog,878,10.0032,4691,7.81538,5.31768,7.67717,11.2831,146,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/572693801
"May 16, 2014","May 16, 2014",Run / Jog,457,4.0,1680,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/572106881
"May 16, 2014","May 16, 2014",Run / Jog,343,3.0,1263,7.02,5.65873,8.55,10.6031,147,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/571845893
"May 16, 2014","May 16, 2014",Run / Jog,618,5.36,2373,7.38,3.09513,8.13,19.3853,164,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/571845875
"May 16, 2014","May 15, 2014",Run / Jog,807,7.0,3000,7.14,0,8.4,0,,0,,,http://www.mapmyrun.com/workout/571869707
"May 15, 2014","May 15, 2014",Run / Jog,382,4.01111,1711,7.11092,5.38927,8.43772,11.1332,151,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/570622257
"May 14, 2014","May 14, 2014",Run / Jog,1244,12.3684,6235,8.40038,5.26756,7.14254,11.3905,150,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/569767193
"May 13, 2014","May 13, 2014",Run / Jog,352,3.0,1329,7.38,0,8.13,0,,0,,,http://www.mapmyrun.com/workout/568903061
"May 13, 2014","May 13, 2014",Run / Jog,913,8.0,3360,7.0,0,8.57143,0,,0,,,http://www.mapmyrun.com/workout/568422677
"May 12, 2014","May 12, 2014",Run / Jog,685,6.0,2520,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/567425927
"May 11, 2014","May 11, 2014",Run / Jog,1268,12.1744,6014,8.23278,5.62079,7.28794,10.6747,151,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/566119417
"May 10, 2014","May 10, 2014",Run / Jog,236,2.0,900,7.5,0,8.0,0,,0,,,http://www.mapmyrun.com/workout/565524037
"May 10, 2014","May 10, 2014",Run / Jog,357,3.106,1019,5.47,0,10.97,0,,0,,,http://www.mapmyrun.com/workout/565521831
"May 10, 2014","May 10, 2014",Run / Jog,1002,9.90109,4515,7.60057,4.45333,7.89415,13.4731,153,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/565433717
"May 9, 2014","May 9, 2014",Run / Jog,356,3.0,1380,7.67,0,7.83,0,,0,,,http://www.mapmyrun.com/workout/564255557
"May 9, 2014","May 9, 2014",Run / Jog,734,7.18245,3590,8.32994,5.41648,7.20293,11.0773,146,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/563983147
"May 8, 2014","May 8, 2014",Run / Jog,1030,8.13,3544,7.26527,0,8.25846,0,0,0,,,http://www.mapmyrun.com/workout/563207447
"May 8, 2014","May 8, 2014",Run / Jog,408,3.99757,1949,8.12554,5.83476,7.38413,10.2832,146,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/562823709
"May 7, 2014","May 7, 2014",Run / Jog,177,1.5,660,7.33,0,8.18,0,,0,,,http://www.mapmyrun.com/workout/562193443
"May 7, 2014","May 6, 2014",Run / Jog,982,8.40869,3296,6.53292407418,0,9.18424878641,0,,,,,http://www.mapmyrun.com/workout/562189073
"May 7, 2014","May 6, 2014",Run / Jog,700,5.9,2731,7.71,0,7.78,0,,0,,,http://www.mapmyrun.com/workout/561856079
"May 8, 2014","May 5, 2014",Run / Jog,702,6.99738,3098,7.37893,4.17404,8.13126,14.3746,150,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/562823729
